Ind,Target,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
3566,1,7.0,23,0,2.807,0,0,2,0.20600000000000002,3,-0.147,30,30,5,3,0.429,0,0,0.8,0.0,1017
3567,0,0.0,23,0,18.672,1,0,0,0.172,24,14.206,30,25,16,2,0.282,0,0,0.8,0.0,1632
3568,1,5.96,15,0,6.308,1,0,1,0.24600000000000002,7,0.7559999999999999,30,19,4,2,0.424,0,0,0.8,0.0,2607
3569,0,0.0,22,19,-9.058,1,0,0,0.105,24,6.513,30,26,27,1,0.23,1,0,0.8,19.0,3379
3570,0,31.0,23,23,-12.091,0,0,1,0.63,17,-17.41,22,29,12,29,0.765,0,0,0.818,0.7929999999999999,17
3571,1,32.68,18,25,-5.34,0,0,1,0.654,19,-15.327,26,30,26,24,0.693,0,0,0.846,0.875,19
3572,1,15.0,15,16,1.795,0,0,2,0.7,2,-2.484,24,22,5,19,0.863,0,0,0.792,0.8420000000000001,14
3573,1,17.11,22,26,-0.643,0,0,1,0.835,4,-17.567,10,18,15,28,0.7564591503267977,0,0,1.1,0.7859999999999999,4
3574,0,0.0,0,24,-32.598,1,0,0,0.965,24,-15.715,19,15,50,22,0.778,1,3,0.7839789159724365,1.091,0
3575,0,15.0,23,24,-28.873,1,0,1,0.187,4,-28.54,30,30,17,30,0.28,0,0,0.8,0.8,34
3576,0,0.0,15,24,-12.914000000000001,1,0,0,0.29600000000000004,24,-4.551,28,27,5,27,0.415,0,7,0.429,0.889,0
3577,0,0.0,20,17,-15.575,0,0,0,0.098,24,-8.418,29,29,12,10,0.18100000000000002,0,6,0.828,1.7,89
3578,0,30.0,23,21,-0.027000000000000003,0,0,2,0.198,4,-21.046,25,30,19,25,0.33,0,0,0.44,1.0235964376053963,4
3579,1,10.0,18,0,4.207,0,0,1,0.424,10,-0.5820000000000001,30,28,13,6,0.632,0,0,0.8,0.0,191
3580,0,40.0,23,8,5.346,0,0,1,0.096,16,-11.960999999999999,30,30,30,15,0.185,1,0,0.8,0.5329999999999999,179
3581,0,40.4,2,24,-14.514000000000001,0,0,3,0.609,12,-13.28,30,11,25,24,0.7190000000000001,0,0,0.067,1.0,0
3582,0,0.0,23,24,-31.926,1,0,0,0.309,24,-15.017999999999999,30,30,14,29,0.705,0,14,0.8,0.828,171
3583,0,10.0,23,0,13.014000000000001,1,0,1,0.20600000000000002,3,-0.746,30,29,8,6,0.35700000000000004,0,0,0.8,0.0,720
3584,1,10.0,17,1,3.258,1,0,2,0.39899999999999997,1,4.248,30,19,8,0,0.625,0,0,0.8,1.0,161
3585,1,2.0,4,0,4.846,1,0,1,0.8740000000000001,21,2.184,30,8,4,3,0.772,0,0,0.8,0.0,1135
3586,0,20.0,23,21,-10.636,1,0,1,0.575,12,-25.683000000000003,26,27,26,25,0.37200000000000005,0,0,0.9229999999999999,0.72,50
3587,1,0.0,0,0,6.56,0,0,0,0.861,24,6.56,30,10,0,0,0.606,1,24,0.8,0.0,334
3588,0,35.0,12,21,-7.252000000000001,0,0,1,0.97,15,-8.015,19,28,13,29,0.831,1,0,0.8420000000000001,0.7240000000000001,15
3589,0,5.0,23,6,0.685,1,0,1,0.14300000000000002,4,-0.11199999999999999,30,29,7,4,0.17300000000000001,0,0,0.8,1.5,1460
3590,0,40.0,22,4,15.207,0,0,4,0.254,6,-26.948,24,27,12,18,0.23,0,0,0.7839789159724365,0.222,27
3591,0,0.0,15,0,18.225,1,0,0,0.221,24,21.266,30,26,8,0,0.35700000000000004,1,14,0.8,0.0,2073
3592,0,23.0,22,21,6.57,1,0,2,0.146,1,-1.544,30,30,9,10,0.30708380952380965,0,0,0.8,2.1,2126
3593,0,0.0,23,21,-5.846,1,0,0,0.133,24,1.1520000000000001,30,30,5,6,0.293,0,12,0.8,3.5,1424
3594,1,15.0,19,27,2.1069999999999998,0,0,1,0.6659999999999999,1,-5.672999999999999,20,24,12,24,0.711,1,0,0.3,0.958,1
3595,0,20.0,19,0,18.258,1,0,1,0.122,11,13.885,30,28,20,4,0.153,1,0,0.8,0.0,1241
3596,0,20.0,23,3,10.661,0,0,1,0.08199999999999999,13,3.343,30,28,15,6,0.165,0,0,0.8,0.5,2228
3597,1,10.0,21,22,-1.702,0,0,1,0.39799999999999996,7,-6.898,28,29,17,21,0.418,0,0,0.821,1.048,7
3598,0,0.0,23,24,-10.021,1,0,0,0.10400000000000001,24,-10.832,30,30,14,22,0.245,0,9,0.8,1.091,326
3599,1,10.0,22,10,-4.555,0,0,1,0.324,22,-11.022,28,28,17,21,0.541,0,0,0.857,0.47600000000000003,114
3600,1,24.56,23,11,5.617999999999999,0,0,3,0.205,3,-5.755,30,29,11,5,0.425,0,0,0.8,2.2,1638
3601,0,87.44,23,24,-33.056999999999995,1,0,1,0.643,15,-66.452,30,30,47,30,0.8240000000000001,0,0,0.8,0.8,2326
3602,0,10.79,23,24,-7.657,1,0,1,0.10400000000000001,15,-3.1319999999999997,30,30,50,20,0.125,0,0,0.8,1.2,2422
3603,0,33.72,23,22,-28.862,0,0,1,0.386,22,-25.116,18,30,23,29,0.639,0,0,0.778,1.0235964376053963,0
3604,0,0.0,23,18,-8.971,0,0,0,0.258,24,-5.141,30,30,17,18,0.396,0,0,0.8,1.0,187
3605,0,47.78,23,24,-17.977999999999998,1,0,1,0.26899999999999996,11,-33.702,30,30,25,30,0.37,0,0,0.8,0.8,1189
3606,0,4.0,12,5,3.1189999999999998,0,0,1,0.382,1,0.424,30,12,6,2,0.379,0,0,0.8,2.5,1445
3607,0,10.0,22,1,6.1770000000000005,1,0,1,0.14,11,2.529,30,29,6,7,0.254,0,0,0.8,0.14300000000000002,1640
3608,1,20.0,23,18,2.549,1,0,1,0.259,6,-14.633,30,30,14,26,0.414,0,0,0.8,0.6920000000000001,225
3609,0,0.0,23,0,16.311,0,0,0,0.040999999999999995,24,2.3209999999999997,30,30,10,1,0.085,0,18,0.8,0.0,126
3610,0,13.0,23,16,-1.946,0,0,3,0.213,5,-1.3730000000000002,29,29,10,3,0.289,1,0,0.828,5.332999999999999,73
3611,0,9.15,23,24,-8.499,1,0,1,0.067,8,-13.155,30,26,9,30,0.221,0,0,0.8,0.8,101
3612,1,10.0,15,0,9.507,0,0,1,0.376,5,4.919,30,16,10,0,0.561,0,0,0.8,0.0,2132
3613,0,0.0,22,0,1.935,0,0,0,0.171,24,13.084000000000001,30,28,15,0,0.174,1,3,0.8,0.0,265
3614,0,3.0,23,24,-5.979,0,0,1,0.391,13,-6.875,25,30,7,27,0.612,0,0,0.04,1.0235964376053963,0
3615,0,0.0,13,0,1.5330000000000001,1,0,0,0.188,24,0.631,30,20,4,0,0.33399999999999996,0,18,0.8,0.0,1500
3616,1,22.0,23,19,3.721,0,0,2,0.24100000000000002,1,-5.186,30,30,7,23,0.581,0,0,0.8,0.696,116
3617,0,0.0,22,0,6.562,0,0,0,0.292,24,-6.8260000000000005,27,22,20,20,0.375,0,3,0.889,0.0,88
3618,0,0.0,23,0,2.0,1,0,0,0.134,24,0.856,30,30,8,12,0.335,0,6,0.8,0.0,135
3619,0,0.0,13,14,-3.3339999999999996,1,0,0,0.264,24,-0.161,30,14,5,10,0.37,0,0,0.8,1.4,1715
3620,0,30.62,22,24,-14.582,1,0,1,0.557,17,-16.052,30,30,15,30,0.799,0,0,0.8,0.8,912
3621,0,5.0,23,3,2.988,1,0,1,0.247,9,2.5580000000000003,30,30,5,0,0.358,0,0,0.8,3.0,5244
3622,1,0.0,2,24,-3.7460000000000004,0,0,0,0.9009999999999999,24,-2.734,18,1,5,25,0.8440000000000001,0,7,1.0,1.0235964376053963,0
3623,0,12.94,23,5,3.19,1,0,3,0.15,1,0.97,30,30,4,2,0.30708380952380965,0,0,0.8,2.5,231
3624,0,5.0,23,1,1.423,0,0,1,0.259,17,-0.019,30,28,15,3,0.33899999999999997,0,0,0.8,0.33299999999999996,1979
3625,0,0.0,23,2,11.164000000000001,0,0,0,0.304,24,6.569,30,28,0,0,0.363,1,24,0.7839789159724365,2.0,238
3626,1,24.0,3,20,-1.4169999999999998,1,0,1,0.664,22,-21.526999999999997,26,28,16,30,0.708,0,0,0.231,1.0235964376053963,4
3627,1,40.0,22,18,-0.73,0,0,2,0.731,4,-29.498,28,30,19,17,0.6509999999999999,0,0,0.75,1.0235964376053963,4
3628,0,15.65,23,18,1.712,1,0,2,0.25,4,-3.6910000000000003,30,28,4,19,0.34299999999999997,0,0,0.8,0.9470000000000001,325
3629,1,14.0,4,14,-1.7590000000000001,0,0,1,0.955,14,-5.906000000000001,13,13,15,24,0.758,0,0,1.8459999999999999,0.583,67
3630,0,10.0,23,1,8.027000000000001,1,0,1,0.139,3,-0.275,30,29,9,9,0.341,0,0,0.8,0.111,233
3631,1,5.0,11,0,3.406,0,0,1,0.299,13,0.9990000000000001,30,20,4,2,0.552,0,0,0.8,0.0,1473
3632,0,3.0,23,0,1.082,1,0,3,0.13,1,0.325,30,29,0,0,0.3,0,0,0.8,0.0,4144
3633,1,21.07,20,24,-2.035,0,0,1,0.604,11,-11.304,25,29,10,20,0.637,1,0,0.7839789159724365,1.0,69
3634,0,37.57,23,24,-65.122,1,0,1,0.5710000000000001,7,-33.38,29,30,28,30,0.725,0,0,0.828,0.8,64
3635,1,8.25,19,21,2.545,1,0,2,0.585,2,-2.938,28,25,8,23,0.649,0,0,0.75,0.7829999999999999,8
3636,0,20.0,23,21,0.49,1,0,1,0.11800000000000001,3,-62.781000000000006,30,30,39,29,0.08199999999999999,0,0,0.8,0.7240000000000001,35
3637,0,5.0,20,0,0.586,0,0,2,0.35700000000000004,12,-0.107,30,18,3,1,0.4,0,0,0.8,0.0,1402
3638,0,8.0,23,24,-21.128,0,0,1,0.195,19,-13.002,30,30,24,25,0.32299999999999995,0,0,0.8,0.96,696
3639,0,0.0,15,20,-1.966,1,0,0,0.275,24,-0.005,30,24,6,13,0.35,0,8,0.8,1.538,758
3640,0,0.0,23,10,-7.292000000000001,1,0,0,0.16399999999999998,24,8.356,30,30,32,4,0.272,1,8,0.8,2.5,191
3641,0,10.0,23,18,-4.882,0,0,1,0.805,13,-6.041,19,23,12,24,0.7564591503267977,0,0,0.895,0.75,13
3642,0,18.68,23,24,-13.116,1,0,1,0.3,11,-29.776,30,30,27,30,0.6759999999999999,0,0,0.8,0.8,787
3643,0,15.0,21,16,3.665,1,0,1,0.22699999999999998,8,-4.3660000000000005,30,27,9,19,0.282,0,0,0.733,0.8420000000000001,8
3644,0,25.0,23,22,-5.405,0,0,1,0.155,8,-10.832,27,30,21,23,0.28600000000000003,0,0,0.778,0.9570000000000001,8
3645,0,20.0,23,19,-3.594,1,0,1,0.371,10,-11.655999999999999,30,26,9,28,0.342,0,0,0.8,0.679,263
3646,0,29.75,21,23,-3.068,0,0,1,0.114,6,-16.9,29,29,22,28,0.215,0,0,0.69,0.821,6
3647,0,8.0,23,24,-8.634,1,0,1,0.371,7,-7.312,30,26,10,25,0.578396584440228,0,0,0.7,0.96,7
3648,0,5.0,23,0,13.991,1,0,1,0.087,12,8.601,30,30,5,0,0.185,0,0,0.8,0.0,3072
3649,1,0.0,20,0,2.41,0,0,0,0.603,24,2.41,29,26,5,7,0.631,1,5,0.828,0.0,58
3650,0,8.0,21,12,0.564,0,0,2,0.17800000000000002,10,-4.739,30,25,8,18,0.308,0,0,0.8,0.667,297
3651,0,4.76,21,0,4.28,0,0,1,0.114,5,0.97,30,27,4,1,0.156,0,0,0.8,0.0,1373
3652,1,5.0,15,0,8.711,0,0,1,0.33399999999999996,4,24.418000000000003,30,25,4,0,0.423,1,0,0.8,0.0,1570
3653,1,0.0,23,0,0.39299999999999996,0,0,0,0.35600000000000004,24,1.9069999999999998,30,30,8,0,0.6409999999999999,0,3,0.8,1.0235964376053963,313
3654,0,20.0,23,16,2.927,0,0,1,0.262,4,-21.721999999999998,26,29,30,26,0.294,0,0,0.9229999999999999,0.615,26
3655,0,5.0,20,4,1.062,1,0,1,0.07,8,-1.209,30,29,4,13,0.11599999999999999,0,0,0.8,0.308,4697
3656,1,5.0,23,13,-2.123,1,0,1,0.221,15,-6.172999999999999,30,30,7,19,0.419,0,0,0.8,0.684,130
3657,0,20.0,23,24,-23.311,1,0,1,0.431,4,-31.83,25,26,28,30,0.369,0,0,0.96,0.8,48
3658,0,11.24,23,24,-9.066,1,0,1,0.098,13,-24.034000000000002,30,30,17,30,0.128,0,0,0.8,0.8,259
3659,0,14.5,23,17,1.89,1,0,1,0.079,7,-11.833,30,30,22,22,0.2,0,0,0.7,0.773,7
3660,1,15.0,23,0,15.411,0,0,1,0.308,18,8.642999999999999,30,30,11,0,0.607,0,0,0.8,0.0,525
3661,0,6.2,23,12,0.616,1,0,1,0.16,8,0.523,30,26,5,9,0.408,0,0,0.8,1.3330000000000002,172
3662,0,3.0,22,0,3.365,1,0,1,0.139,6,1.508,30,27,1,0,0.158,0,0,0.8,0.0,3183
3663,0,10.0,23,24,-3.7960000000000003,1,0,1,0.132,13,-1.172,30,30,8,12,0.23199999999999998,0,0,0.8,2.0,805
3664,0,0.0,23,24,-12.585999999999999,1,0,0,0.04,24,-1.149,30,30,14,14,0.073,0,0,0.8,1.0235964376053963,2353
3665,1,10.0,22,15,1.156,0,0,1,0.332,7,0.672,30,16,3,3,0.647,0,0,0.8,5.0,383
3666,0,10.0,20,2,-0.059000000000000004,0,0,1,0.235,19,0.9079999999999999,30,26,13,4,0.35,0,0,0.8,0.5,238
3667,0,15.37,23,14,1.314,1,0,2,0.076,10,-2.494,30,30,6,20,0.121,0,0,0.767,0.7,10
3668,0,22.71,23,24,-11.216,1,0,1,0.040999999999999995,3,-16.47,30,30,21,30,0.134,0,0,0.767,0.8,3
3669,1,4.0,22,0,4.271,0,0,1,0.589,3,-2.354,26,26,6,19,0.679,0,0,0.9229999999999999,0.0,63
3670,1,20.0,3,25,-3.6889999999999996,0,0,1,0.865,14,-34.19,22,12,41,18,0.807,0,0,1.091,1.167,47
3671,0,20.0,23,3,11.245999999999999,1,0,2,0.16,10,6.534,30,24,6,0,0.228,0,0,0.8,3.0,1697
3672,0,58.0,23,20,5.518,1,0,2,0.077,4,-4.056,30,30,15,15,0.109,1,0,0.8,1.3330000000000002,1032
3673,0,0.0,23,20,-9.927,1,0,0,0.151,24,-5.012,30,30,11,17,0.265,0,6,0.8,1.176,770
3674,0,0.0,23,24,-30.279,1,0,0,0.706,24,-43.768,24,28,29,30,0.768,0,0,0.958,0.8,3
3675,0,15.0,22,3,1.84,1,0,2,0.168,7,-1.245,30,26,6,10,0.263,0,0,0.8,0.3,1211
3676,0,6.0,11,5,-1.7109999999999999,1,0,1,0.16699999999999998,12,-11.494000000000002,30,26,19,23,0.21100000000000002,0,0,0.8,0.217,565
3677,0,0.0,23,0,1.8969999999999998,1,0,0,0.128,24,22.418000000000003,30,30,10,0,0.153,0,9,0.8,0.0,852
3678,1,2.0,14,4,-0.494,1,0,2,0.672,13,0.179,30,19,1,4,0.627,0,0,0.8,1.0,1441
3679,1,10.0,23,24,-3.486,1,0,1,0.205,11,-10.87,30,26,10,30,0.413,0,0,0.8,0.8,106
3680,0,22.51,23,24,-38.496,1,0,1,0.302,19,-28.261999999999997,27,28,26,30,0.163,0,0,0.889,0.8,90
3681,0,10.0,16,6,3.24,1,0,2,0.256,5,-4.3469999999999995,30,17,8,15,0.366,0,0,0.8,0.4,3801
3682,1,8.0,8,18,4.487,0,0,2,0.77,6,-3.833,14,14,4,29,0.633,0,0,1.714,0.517,67
3683,0,0.0,21,23,-21.166999999999998,1,0,0,0.047,24,-7.016,30,30,13,18,0.085,0,14,0.8,1.278,833
3684,0,0.0,16,0,23.746,1,0,0,0.079,24,-4.8180000000000005,30,28,23,15,0.129,0,9,0.8,0.0,573
3685,0,5.0,15,13,1.298,1,0,1,0.29100000000000004,8,-5.193,30,22,7,16,0.266,0,0,0.8,0.812,2156
3686,0,20.0,23,0,5.058,1,0,1,0.075,18,-13.69,30,30,13,28,0.152,0,0,0.8,0.0,675
3687,1,35.0,23,23,-1.131,0,0,2,0.748,3,-18.19,11,30,17,30,0.6659999999999999,1,0,0.364,0.767,3
3688,0,26.0,23,24,-19.469,1,0,1,0.222,8,-23.854,30,29,20,30,0.285,0,0,0.8,0.8,526
3689,1,10.0,23,9,-0.365,1,0,1,0.585,17,-9.091000000000001,27,30,11,23,0.5710000000000001,0,0,0.889,0.391,35
3690,0,10.0,23,0,11.554,0,0,1,0.17600000000000002,20,21.745,30,29,10,0,0.28,0,0,0.8,0.0,1302
3691,0,60.0,23,18,-24.281,1,0,1,0.087,13,-30.916,30,30,29,20,0.099,0,0,0.8,0.9,1542
3692,1,0.0,0,28,-30.07,0,0,0,0.9590000000000001,24,-30.07,5,8,24,27,0.83,1,19,0.0,0.889,0
3693,0,70.0,22,14,0.7020000000000001,1,0,1,0.073,10,-3.3110000000000004,30,30,5,27,0.11199999999999999,0,0,0.767,0.519,10
3694,0,35.0,21,16,6.7589999999999995,0,0,2,0.07,4,-12.682,29,30,20,23,0.17300000000000001,0,0,0.828,0.696,73
3695,1,6.0,15,20,-0.82,1,0,3,0.262,10,-0.635,30,27,3,14,0.5870000000000001,0,0,0.8,1.214,393
3696,1,5.0,7,6,1.46,0,0,1,0.971,19,1.29,21,21,0,10,0.809,1,0,0.7839789159724365,0.5,19
3697,0,0.0,23,24,-45.963,1,0,0,0.278,24,-26.986,29,29,20,26,0.445,0,13,0.828,0.9229999999999999,37
3698,0,0.0,23,20,-20.665,0,0,0,0.149,24,-13.588,27,30,24,15,0.17,0,13,0.889,1.3330000000000002,88
3699,0,0.0,22,0,13.847000000000001,0,0,0,0.376,24,6.792000000000001,28,27,15,3,0.35,0,5,0.857,0.0,56
3700,0,23.0,23,23,-5.018,1,0,4,0.034,3,-8.539,30,30,11,29,0.114,0,0,0.8,0.7929999999999999,2566
3701,0,10.0,23,0,5.388,1,0,1,0.184,14,0.82,30,30,8,4,0.307,0,0,0.8,0.0,3176
3702,0,10.0,20,17,-5.569,0,0,1,0.183,18,-6.707000000000001,30,29,5,25,0.38299999999999995,0,0,0.8,0.68,307
3703,1,15.0,23,18,4.529,0,0,2,0.6990000000000001,1,-4.533,30,29,13,17,0.769,0,0,0.733,0.882,1
3704,1,10.0,23,4,2.65,1,0,2,0.29,6,-0.184,30,30,5,2,0.65,0,0,0.8,2.0,602
3705,1,13.78,23,7,1.335,0,0,5,0.344,5,-2.242,30,30,4,13,0.758,0,0,0.8,0.5379999999999999,52
3706,0,10.0,23,18,-0.695,1,0,1,0.098,8,-12.775,30,30,9,16,0.20199999999999999,0,0,0.733,1.125,8
3707,1,6.0,21,24,-4.26,1,0,1,0.287,11,-7.834,30,27,9,27,0.43954708520179425,0,0,0.8,0.889,172
3708,1,0.0,2,14,-2.5989999999999998,0,0,0,0.418,24,2.536,30,18,10,4,0.5489999999999999,1,4,0.8,3.5,246
3709,0,8.0,20,0,4.864,1,0,2,0.14,11,0.153,30,28,3,2,0.35,0,0,0.8,1.0235964376053963,1967
3710,0,15.46,23,24,-11.712,1,0,1,0.418,10,-23.088,27,28,16,30,0.557,0,0,0.889,1.0235964376053963,37
3711,0,0.0,23,24,-49.16,1,0,0,0.7040000000000001,24,-59.045,23,28,26,30,0.318,0,0,0.9570000000000001,0.8,0
3712,0,0.0,23,20,-9.956,0,0,0,0.8690000000000001,24,-15.17,3,23,27,29,0.715,0,0,6.332999999999999,0.586,0
3713,0,30.0,23,20,-23.488000000000003,0,0,1,0.222,11,-20.483,29,30,27,16,0.32,0,0,0.7929999999999999,1.25,11
3714,0,23.23,12,24,-13.12,1,0,1,0.265,10,-20.987,30,21,18,30,0.18600000000000003,0,0,0.8,0.8,2243
3715,0,15.93,23,24,-16.305,1,0,1,0.11800000000000001,7,-22.848000000000003,30,30,16,30,0.253,0,0,0.8,0.8,36
3716,1,15.0,23,9,10.084,0,0,1,0.711,4,-27.075,15,25,26,26,0.608,0,0,1.6,0.34600000000000003,37
3717,1,3.0,16,12,-1.155,1,0,1,0.5820000000000001,12,-1.824,30,23,6,15,0.674,0,0,0.8,0.8,949
3718,1,6.0,19,24,-3.156,1,0,1,0.32,10,3.1210000000000004,28,27,6,16,0.586,0,0,0.857,1.5,30
3719,0,3.0,12,16,-1.044,1,0,1,0.273,18,-1.9869999999999999,30,24,3,15,0.314,0,0,0.8,0.9329999999999999,1134
3720,1,0.0,23,5,-1.351,1,0,0,0.292,24,2.412,30,26,6,0,0.58,0,6,0.8,5.0,1128
3721,0,10.0,23,0,7.952999999999999,1,0,2,0.11900000000000001,2,2.693,30,29,5,0,0.152,0,0,0.8,0.0,2683
3722,0,10.5,23,23,-14.814,0,0,3,0.282,15,-12.659,24,30,10,27,0.6,0,0,0.958,0.852,23
3723,0,15.0,23,9,5.046,1,0,2,0.131,4,-1.922,30,29,8,14,0.233,0,0,0.8,0.643,107
3724,0,11.0,23,1,10.244000000000002,1,0,1,0.06,2,2.542,30,26,10,2,0.131,0,0,0.8,0.5,1839
3725,1,10.0,22,20,-4.731,1,0,1,0.252,14,-30.747,29,29,21,25,0.58,0,0,0.828,0.8,101
3726,0,78.45,23,24,-54.13,1,0,1,0.182,14,-77.041,30,29,64,30,0.183,0,0,0.8,0.8,836
3727,0,5.0,22,21,-8.71,1,0,1,0.08800000000000001,20,-3.5780000000000003,30,29,7,17,0.201,0,0,0.8,1.235,1239
3728,1,20.0,21,1,4.425,0,0,2,0.574,5,1.6340000000000001,30,28,8,0,0.7390000000000001,0,0,0.8,1.0,1977
3729,0,25.0,23,21,-2.81,0,0,1,0.28,7,-10.584000000000001,26,30,32,22,0.36700000000000005,1,0,0.8079999999999999,0.955,7
3730,0,20.0,22,16,-4.915,0,0,1,0.43700000000000006,18,-9.769,27,24,22,22,0.71,1,0,0.741,0.727,18
3731,1,0.0,14,28,-28.509,1,0,0,0.826,24,-9.474,28,26,7,27,0.853,0,2,0.7839789159724365,0.889,0
3732,1,12.7,23,2,2.354,0,0,6,0.195,1,-0.6459999999999999,30,30,2,2,0.413,0,0,0.8,1.0,2646
3733,1,5.0,12,0,4.1419999999999995,1,0,1,0.361,7,0.282,30,21,3,2,0.6629999999999999,0,0,0.8,0.0,563
3734,0,26.66,23,23,-11.637,0,0,1,0.354,12,-25.441,26,30,28,26,0.669,0,0,0.8079999999999999,0.885,12
3735,0,0.0,23,0,5.4510000000000005,1,0,0,0.28,24,-4.56,30,28,20,7,0.353,0,14,0.8,0.0,1283
3736,0,0.0,19,7,-2.206,1,0,0,0.396,24,-1.692,30,25,11,6,0.35200000000000004,0,0,0.8,1.167,136
3737,0,6.0,16,0,11.237,0,0,1,0.7240000000000001,8,8.318,30,22,5,0,0.395,1,0,0.8,0.0,659
3738,0,5.0,17,0,3.0060000000000002,1,0,2,0.244,4,-0.263,30,27,2,2,0.36,0,0,0.8,0.0,1622
3739,0,20.0,23,16,-6.351,1,0,1,0.395,19,-15.672,30,29,25,29,0.602,0,0,0.8,0.552,171
3740,0,10.0,20,0,11.185,1,0,1,0.198,3,1.339,30,22,10,1,0.278,0,0,0.8,1.0235964376053963,1434
3741,0,30.5,23,24,-35.18,1,0,1,0.06,13,-32.025999999999996,30,30,59,30,0.083,0,0,0.8,0.8,1668
3742,1,0.0,19,21,-2.029,0,0,0,0.642,24,2.41,28,27,3,9,0.735,0,2,0.7859999999999999,2.333,0
3743,0,20.0,23,11,4.8660000000000005,1,0,2,0.069,4,-1.732,30,30,8,14,0.16699999999999998,0,0,0.8,0.7859999999999999,1297
3744,0,10.0,23,5,0.345,0,0,1,0.28300000000000003,17,-1.47,30,30,6,13,0.382,0,0,0.7839789159724365,0.385,1056
3745,0,20.69,23,24,-12.325,1,0,1,0.40700000000000003,10,-21.471999999999998,30,23,21,30,0.639,0,0,0.8,0.8,107
3746,0,0.0,21,0,2.858,0,0,0,0.163,24,2.295,30,29,2,0,0.331,0,15,0.8,0.0,1694
3747,1,3.15,20,16,-0.718,0,0,1,0.608,11,2.697,30,29,4,5,0.6990000000000001,0,0,0.8,3.2,261
3748,1,6.2,23,17,-3.325,0,0,1,0.92,22,-2.676,16,25,10,19,0.8,0,0,1.4380000000000002,0.895,23
3749,0,0.0,14,24,-7.051,1,0,0,0.725,24,-4.486000000000001,25,19,7,26,0.728,0,0,0.44,0.9229999999999999,0
3750,0,0.0,20,21,-6.435,1,0,0,0.255,24,-7.678999999999999,30,27,11,23,0.40700000000000003,0,11,0.8,0.9129999999999999,258
3751,1,20.0,1,20,-1.275,1,0,1,0.797,7,-14.892999999999999,30,3,13,30,0.748,0,0,0.8,0.667,162
3752,0,5.0,8,0,4.223,1,0,1,0.6759999999999999,12,3.8739999999999997,30,15,4,0,0.348,0,0,0.8,0.0,2716
3753,0,35.0,0,24,-10.47,0,0,2,0.9,1,-29.896,9,22,19,29,0.748,0,0,0.0,0.828,0
3754,0,14.6,22,0,6.971,1,0,2,0.084,8,1.758,30,30,6,0,0.22399999999999998,0,0,0.8,0.0,1916
3755,1,60.0,9,3,6.9479999999999995,0,0,1,0.669,20,-3.245,25,20,24,12,0.8140000000000001,0,0,0.92,0.25,21
3756,1,3.0,12,18,0.28800000000000003,0,0,1,0.833,6,-2.187,17,24,3,28,0.7070000000000001,0,0,0.41200000000000003,0.643,6
3757,1,9.0,23,5,0.629,1,0,2,0.249,6,-0.35100000000000003,30,29,3,10,0.415,0,0,0.8,0.5,893
3758,0,0.0,23,24,-17.281,0,0,0,0.643,24,-7.627000000000001,25,28,9,23,0.795,0,6,0.96,1.043,57
3759,0,18.93,23,16,-0.040999999999999995,0,0,3,0.155,4,-9.187999999999999,24,30,12,26,0.281,0,0,0.833,0.615,19
3760,1,12.0,23,9,2.591,1,0,2,0.278,4,-3.8280000000000003,30,30,8,17,0.564,0,0,0.8,0.529,1400
3761,0,0.0,23,12,-10.738,0,0,0,0.051,24,-17.945999999999998,29,30,27,25,0.07,0,5,0.828,0.48,25
3762,1,5.0,22,11,2.494,0,0,1,0.366,3,1.28,30,27,3,0,0.608,0,0,0.8,11.0,320
3763,0,6.5,23,24,-9.991,1,0,1,0.092,10,0.9940000000000001,28,30,7,17,0.165,0,0,0.5710000000000001,1.412,13
3764,0,0.0,23,0,1.135,1,0,0,0.109,24,1.6780000000000002,30,30,2,0,0.18100000000000002,0,3,0.8,0.0,2037
3765,0,31.8,23,3,1.33,0,0,9,0.35100000000000003,2,-0.185,28,30,3,2,0.359,0,0,0.7859999999999999,1.5,9
3766,0,0.0,23,14,-5.093999999999999,1,0,0,0.139,24,-3.071,30,29,8,16,0.28300000000000003,0,16,0.8,0.875,244
3767,0,26.0,23,22,-12.022,1,0,1,0.165,12,-67.672,30,30,78,29,0.319,0,0,0.8,0.759,1807
3768,0,5.0,23,0,2.9330000000000003,1,0,1,0.132,14,1.172,30,28,5,0,0.27,0,0,0.8,0.0,1812
3769,1,15.0,23,7,1.705,1,0,2,0.28300000000000003,6,-2.529,30,30,5,14,0.447,0,0,0.8,0.5,106
3770,0,0.0,23,24,-10.610999999999999,0,0,0,0.32,24,-7.752999999999999,30,30,20,24,0.635,0,0,0.8,0.833,211
3771,0,0.0,8,20,-5.354,0,0,0,0.276,24,-1.696,30,21,7,7,0.41200000000000003,0,10,0.8,2.4290000000000003,141
3772,0,39.19,23,22,-7.138,0,0,1,0.193,14,-39.084,23,30,31,26,0.26899999999999996,0,0,0.7390000000000001,0.846,14
3773,0,0.0,0,24,-20.245,0,0,0,0.7959999999999999,24,-8.808,25,13,12,30,0.7070000000000001,0,10,0.0,0.8,0
3774,0,20.0,23,18,2.8760000000000003,1,0,1,0.067,6,-15.857000000000001,30,24,47,30,0.139,0,0,0.8,0.6,1668
